Level of Care,FACILITY NAME,FACILITY TELEPHONE,TOWN,COUNTY,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,Location 1
CCNH,Autumn Lake Healthcare at Bucks Hill,(203) 757-0731,Waterbury,NEW_HAVEN,For Profit,1,1,90,90,83,0,0,380,350,,,,,83,0,0,0,0,1,6,16,24,33,3,0,33,50,0,18,16,36,2,11,0,63,5,15,0,0,0,64,0,0,0,0,11,3,0,0,0,0,Level of Care,3,2,2015,"2817 North Main Street
Waterbury, CT
(41.592524, -73.027109)"
CCNH,The Nathaniel Witherell,(203) 618-4200,Greenwich,FAIRFIELD,Non-profit,1,1,202,202,175,0,0,507,475,,,,,175,0,0,0,0,5,3,16,46,78,27,0,48,127,0,31,38,81,1,24,0,158,10,4,0,3,0,96,0,0,0,0,28,3,0,0,0,0,4,44,0,2014,"70 Parsonage Road
Greenwich, CT
(41.059487, -73.624382)"
CCNH,"Hewitt Health and Rehabilitation Center, Inc.",(203) 924-4671,Shelton,FAIRFIELD,For Profit,1,1,160,160,124,0,0,430,396,,,,,124,0,0,0,1,3,5,15,30,46,24,0,42,82,0,23,18,68,1,14,0,118,3,3,0,0,0,89,0,0,1,0,15,9,0,0,0,0,Level of Care,10,0,2015,"45 Maltby Street
Shelton, CT
(41.312414, -73.091344)"
CCNH,Mystic Healthcare and Rehabilitation Center,(860) 536-6070,Mystic,NEW_LONDON,For Profit,1,1,100,100,88,0,0,394,351,,,,,88,0,0,0,0,0,4,12,20,38,14,0,25,63,0,16,11,47,5,9,0,84,3,0,0,1,0,56,0,0,1,0,11,6,0,0,0,2,0,9,3,2014,"475 High Street
Mystic, CT
(41.364481, -71.974024)"
CCNH,Glen Hill Center,(203) 744-2840,Danbury,FAIRFIELD,For Profit,1,1,100,100,88,0,0,468,416,,,,,88,0,0,0,0,2,5,7,23,42,9,0,23,65,0,19,11,49,0,9,0,85,2,0,0,1,0,43,0,0,0,0,25,3,0,0,0,0,COUNTY,11,2,2015,"1 Glen Hill Road
Danbury, CT
(41.414466, -73.449309)"
CCNH,Park Place Health Center,(860) 236-2901,Hartford,HARTFORD,For Profit,1,1,150,150,140,0,0,410,365,,,,,140,0,0,1,1,14,22,45,33,20,4,0,71,69,0,59,32,29,2,18,0,33,32,71,1,3,0,113,0,0,5,0,5,8,6,0,0,0,0,2,1,2014,"5 Greenwood Street
Hartford, CT
(41.754837, -72.709971)"
CCNH,New London Rehab and Care of Waterford,(860) 442-0471,Waterford,NEW_LONDON,For Profit,1,1,120,120,105,0,0,380,345,,,,,105,0,0,0,0,2,6,27,28,38,4,0,43,62,0,27,20,35,7,16,0,80,16,7,0,2,0,0,71,0,5,0,16,1,0,0,0,0,0,12,0,2014,"88 Clark Lane
Waterford, CT
(41.348607, -72.127493)"
CCNH,"Matulaitis Nursing Home, Inc.",(860) 928-7976,Putnam,WINDHAM,Non-profit,1,1,119,119,111,0,0,377,355,,,,,111,0,0,0,1,2,0,10,24,56,18,0,27,84,0,23,18,66,0,4,0,109,2,0,0,0,0,67,0,0,5,0,24,2,0,0,0,0,3,10,0,2014,"10 Thurber Road
Putnam, CT
(41.927747, -71.855549)"
CCNH,Pope John Paul II Center,(203) 797-9300,Danbury,FAIRFIELD,For Profit,1,1,141,141,131,0,0,375,350,,,,,131,0,0,0,0,3,17,24,33,40,14,0,51,80,0,26,24,61,0,20,0,115,9,5,0,1,1,104,0,0,4,0,15,3,0,0,0,0,FACILITY NAME,4,0,2015,"33 Lincoln Avenue
Danbury, CT
(41.384556, -73.454716)"
CCNH,Aaron Manor Nursing and Rehabilitation Center,(860) 526-5316,Chester,MIDDLESEX,For Profit,1,1,60,60,58,0,0,399,368,,,,,58,0,0,0,0,1,1,4,11,34,7,0,16,42,0,15,4,36,0,3,0,58,0,0,0,0,0,31,0,0,1,0,9,5,0,0,2,1,FACILITY NAME,8,0,2015,"3 South Wig Hill Road
Chester, CT
(41.400558, -72.474833)"
CCNH,Cook-Willow Health Center,(860) 283-8208,Plymouth,LITCHFIELD,For Profit,1,1,60,60,58,0,0,300,270,,,,,58,0,0,0,0,2,10,7,15,21,3,0,18,40,0,12,11,23,1,11,0,53,1,0,0,0,4,44,0,0,1,0,3,2,0,0,0,0,Level of Care,7,1,2015,"81 Hillside Avenue
Plymouth, CT
(41.667186, -73.059051)"
CCNH,Caleb Hitchcock Health Center,(860) 726-2400,Bloomfield,HARTFORD,Non-profit,1,0,60,60,52,0,0,445,,,,,,52,0,0,0,0,0,1,0,11,33,7,0,18,34,0,14,2,33,0,3,0,48,4,0,0,0,0,0,0,0,0,0,14,0,0,23,0,0,2,13,0,2014,"10 Loeffler Road
Bloomfield, CT
(41.830329, -72.758049)"
CCNH,Autumn Lake Healthcare at New Britain,(860) 224-3111,New Britain,HARTFORD,For Profit,1,1,282,282,215,0,0,370,345,330,,,,215,0,0,2,2,13,26,37,45,77,13,0,75,140,0,61,21,96,0,37,0,161,19,26,0,9,0,158,0,0,5,0,15,4,5,0,0,0,COUNTY,7,17,2015,"400 Brittany Farms Road
New Britain, CT
(41.712652, -72.76866)"
CCNH,Arden House,(203) 281-3500,Hamden,NEW_HAVEN,For Profit,1,1,360,360,301,0,0,440,435,,,,,301,0,0,0,1,12,36,55,83,98,16,0,106,195,0,41,77,128,1,54,0,169,103,25,1,1,2,251,0,0,8,0,15,2,0,0,0,0,TOWN,11,11,2015,"850 Mix Avenue
Hamden, CT
(41.375785, -72.92065)"
CCNH,Sharon Health Care Center,(860) 364-1002,Sharon,LITCHFIELD,For Profit,1,1,88,88,84,0,0,450,435,,,,,84,0,0,0,0,0,3,14,26,34,7,0,25,59,0,16,12,44,1,11,0,52,0,0,1,0,31,40,12,0,6,0,18,1,0,0,0,0,2,4,1,2014,"27 Hospital Hill Road
Sharon, CT
(41.879556, -73.480266)"
CCNH,Middlesex Health Care Center,(860) 344-0353,Middletown,MIDDLESEX,For Profit,1,1,150,150,131,0,0,494,464,,,,,131,0,0,1,0,0,3,10,82,25,10,0,45,86,0,14,15,94,0,8,0,122,8,1,0,0,0,97,0,0,8,0,10,2,6,0,0,0,Level of Care,3,5,2015,"100 Randolph Road
Middletown, CT
(41.53484, -72.616556)"
CCNH,Lord Chamberlain Nursing & Rehabilitation Center,(203) 375-5894,Stratford,FAIRFIELD,For Profit,1,1,190,190,172,0,0,452,399,,,,,172,0,0,0,0,0,2,1,26,70,73,0,40,132,0,28,20,109,0,15,0,158,10,4,0,0,0,109,0,0,6,0,8,7,0,0,0,0,0,39,3,2014,"7003 Main Street
Stratford, CT
(41.251022, -73.100682)"
CCNH,Laurel Ridge Health Care Center,(203) 438-8226,Ridgefield,FAIRFIELD,For Profit,1,1,126,126,121,0,0,494,464,,,,,121,0,0,0,0,2,9,11,38,48,13,0,28,93,0,20,10,65,1,25,0,112,4,2,0,1,2,90,0,0,5,0,19,2,0,0,0,0,FACILITY NAME,4,0,2015,"642 Danbury Road
Ridgefield, CT
(41.324324, -73.474841)"
CCNH,Village Green of Bristol Rehabilitation and Health Center,(860) 589-2923,Forestville,HARTFORD,For Profit,1,1,120,120,92,0,0,375,348,321,,,,92,0,0,2,1,6,18,15,22,22,6,0,48,44,0,21,19,37,9,6,0,84,4,3,1,0,0,63,0,0,4,0,12,0,8,0,0,1,0,3,1,2014,"23 Fair Street
Forestville, CT
(41.679856, -72.902506)"
CCNH,"Paradigm Healthcare Center Prospect, LLC",(203) 707-5900,Prospect,NEW_HAVEN,For Profit,1,1,120,120,114,0,0,344,344,344,,,,114,0,0,0,0,3,6,15,31,44,15,0,23,91,0,17,16,67,0,14,0,102,2,3,1,0,6,78,0,0,0,0,17,3,0,0,0,0,0,8,8,2014,"25 Royal Crest Drive
Prospect, CT
(41.513777, -72.972329)"
CCNH,Trinity Hill Care Center,(860) 951-1060,Hartford,HARTFORD,For Profit,1,1,144,144,141,0,0,435,408,,,,,141,0,0,4,9,36,51,27,11,3,0,0,98,43,0,9,100,7,3,22,0,44,35,59,0,2,1,135,0,0,3,0,3,0,0,0,0,0,0,0,0,2014,"151 Hillside Avenue
Hartford, CT
(41.748736, -72.698044)"
CCNH,Milford Health and Rehabilitlation Center,(203) 878-5958,Milford,NEW_HAVEN,For Profit,1,1,120,120,116,0,0,500,445,,,,,116,0,0,0,0,3,4,13,37,54,5,0,25,91,0,23,13,67,0,13,0,110,5,1,0,0,0,70,0,0,10,0,17,11,0,0,0,0,1,7,0,2014,"195 Platt Street
Milford, CT
(41.212313, -73.018959)"
CCNH,"Paradigm Healthcare Center of Torrington, LLC",(860) 294-7300,Torrington,LITCHFIELD,For Profit,1,1,75,75,70,0,0,450,439,,,,,70,0,0,1,1,2,18,14,12,18,4,0,31,39,0,8,26,25,0,11,0,66,2,2,0,0,0,48,0,0,3,0,9,2,0,0,0,0,1,6,1,2014,"80 Fern Drive
Torrington, CT
(41.810421, -73.108943)"
CCNH,Apple Rehab of Rocky Hill,(860) 529-8661,Rocky Hill,HARTFORD,For Profit,1,1,120,120,97,0,0,430,386,,,,,97,0,0,0,1,6,7,14,14,36,19,0,22,75,0,19,15,58,0,5,0,91,3,3,0,0,0,59,0,0,7,0,11,0,0,0,0,0,6,9,5,2014,"45 Elm Street
Rocky Hill, CT
(41.664617, -72.641595)"
CCNH,Bel-Air Manor Nursing & Rehabilitation Center,(860) 666-5689,Newington,HARTFORD,For Profit,1,1,71,71,69,0,0,431,385,,,,,69,0,0,0,0,2,3,1,22,33,8,0,15,54,0,18,11,33,1,6,0,66,2,1,0,0,0,30,0,0,4,0,15,10,1,0,0,0,0,7,2,2014,"256 New Britain Avenue
Newington, CT
(41.674661, -72.73262)"
CCNH,"Villa Maria Nursing and Rehabilitation Community, Inc.",(860) 564-3387,Plainfield,WINDHAM,For Profit,1,1,62,62,57,0,0,325,295,270,,,,57,0,0,0,0,1,1,6,23,19,7,0,10,47,0,12,6,34,0,5,0,56,0,1,0,0,0,42,0,0,0,0,2,3,0,0,0,0,FACILITY NAME,8,1,2015,"20 Babcock Avenue
Plainfield, CT
(41.678696, -71.917758)"
CCNH/RHNS,Touchpoints at Chestnut,(860) 292-5394,East Windsor,HARTFORD,For Profit,1,1,60,59,51,1,1,457,431,431,457,431,431,52,0,0,0,1,1,5,6,13,18,8,0,9,43,0,5,12,27,1,7,0,49,2,1,0,0,0,39,0,0,1,0,6,1,0,0,0,0,Level of Care,5,0,2015,"171 Main Street
East Windsor, CT
(41.925994, -72.617846)"
CCNH,Woodlake at Tolland,(860) 872-2999,Tolland,TOLLAND,Non-profit,1,1,130,130,121,0,0,489,458,,,,,121,0,0,0,1,0,0,8,28,58,26,0,31,90,0,32,8,68,0,13,0,115,2,0,0,1,3,65,0,0,11,0,22,4,0,0,0,0,2,17,0,2014,"26 Shenipsit Lake Road
Tolland, CT
(41.871819, -72.414392)"
CCNH,Lord Chamberlain Nursing & Rehabilitation Center,(203) 375-5894,Stratford,FAIRFIELD,For Profit,1,1,190,190,176,0,0,475,420,,,,,176,0,0,0,0,1,2,6,46,83,38,0,37,139,0,26,19,120,0,11,0,159,11,3,0,1,2,106,0,0,4,0,10,17,0,0,0,0,Level of Care,35,4,2015,"7003 Main Street
Stratford, CT
(41.251022, -73.100682)"
CCNH,Kimberly Hall North,(860) 688-6443,Windsor,HARTFORD,For Profit,1,1,150,150,134,0,0,348,323,,,,,134,0,0,0,0,0,7,16,31,73,7,0,44,90,0,33,16,68,2,15,0,99,25,9,0,1,0,87,0,0,6,0,9,3,0,0,3,0,Level of Care,18,8,2015,"1 Emerson Drive
Windsor, CT
(41.837832, -72.666767)"
CCNH/RHNS,Avery Nursing Home/ Noble Building,(860) 527-9126,Hartford,HARTFORD,Non-profit,1,1,199,130,120,69,49,450,405,,370,330,,169,0,0,0,0,0,7,14,31,86,31,0,37,132,0,30,30,90,0,19,0,149,6,13,0,1,0,99,0,0,12,0,22,2,0,0,0,0,0,34,0,2014,"705 New Britain Avenue
Hartford, CT
(41.733398, -72.704718)"
CCNH,Village Green of Bristol Rehabilitation and Health Center,(860) 589-2923,Forestville,HARTFORD,For Profit,1,1,120,120,95,0,0,375,348,321,,,,95,0,2,2,3,9,16,13,21,24,5,0,48,47,0,22,28,28,1,16,0,82,8,4,0,1,0,66,0,0,4,0,14,1,5,0,0,0,TOWN,1,1,2015,"23 Fair Street
Forestville, CT
(41.679856, -72.902506)"
CCNH,"Montowese Health & Rehabilitation Center, Inc.",(203) 624-3303,North Haven,NEW_HAVEN,For Profit,1,1,120,120,104,0,0,490,440,,,,,104,0,1,1,3,8,14,25,24,26,2,0,44,60,0,31,22,36,0,15,0,89,11,4,0,0,0,9,0,0,0,0,58,18,0,0,0,0,15,4,0,2014,"163 Quinnipiac Avenue
North Haven, CT
(41.346954, -72.863503)"
CCNH,Danbury Health Care Center,(203) 792-8102,Danbury,FAIRFIELD,For Profit,1,1,180,180,138,0,0,450,405,,,,,138,0,0,1,1,4,12,29,39,41,11,0,49,89,0,30,29,52,1,26,0,81,12,5,0,6,34,111,0,0,8,0,10,2,0,0,0,0,3,4,0,2014,"107 Osborne Street
Danbury, CT
(41.403689, -73.442173)"
CCNH,Fresh River Healthcare,(860) 623-9846,East Windsor,HARTFORD,For Profit,1,1,140,140,129,0,0,457,428,,,,,129,0,0,1,3,13,33,37,24,15,3,0,62,67,0,16,67,21,1,24,0,98,22,9,0,0,0,117,0,0,3,0,0,0,0,0,0,0,Level of Care,2,7,2015,"96 Prospect Hill Road
East Windsor, CT
(41.925372, -72.606229)"
CCNH/RHNS,Chestelm Health and Rehabilitation Center,(860) 873-1455,Moodus,MIDDLESEX,For Profit,1,1,76,63,59,13,12,375,350,,300,275,260,71,0,0,0,0,0,1,8,24,33,5,0,16,55,0,14,6,44,0,7,0,69,0,1,0,1,0,39,0,0,4,0,7,4,0,0,0,0,FACILITY NAME,16,0,2015,"534 Town Street, P.O. Box 719
Moodus, CT
(41.485329, -72.446738)"
CCNH,Apple Rehab Mystic,(860) 536-9655,Mystic,NEW_LONDON,For Profit,1,1,60,60,52,0,0,424,388,,,,,52,0,0,0,0,0,2,3,12,29,6,0,11,41,0,11,4,33,0,4,0,52,0,0,0,0,0,36,0,0,0,0,8,0,0,0,0,0,Level of Care,8,0,2015,"28 Broadway
Mystic, CT
(41.352255, -71.963903)"
CCNH,Avalon Health Care Center at StoneRidge,(860) 572-5623,Mystic,NEW_LONDON,For Profit,1,0,40,40,36,0,0,453,418,,,,,36,0,0,0,0,0,0,2,8,22,4,0,9,27,0,10,1,22,0,3,0,36,0,0,0,0,0,0,0,0,0,0,10,2,0,18,0,0,Level of Care,6,0,2015,"186 Jerry Browne Road
Mystic, CT
(41.375086, -71.94953)"
CCNH,"Monsignor Bojnowski Manor, Inc",(860) 229-0336,New Britain,HARTFORD,Non-profit,1,1,60,60,57,0,0,390,375,,,,,57,0,0,0,0,1,0,4,10,34,8,0,12,45,0,8,8,38,0,3,0,56,1,0,0,0,0,30,0,0,0,0,12,2,0,0,0,0,Level of Care,13,0,2015,"50 Pulaski Street
New Britain, CT
(41.675475, -72.798371)"
CCNH,"Twin Maples Home, Inc.",(860) 349-1041,Durham,MIDDLESEX,For Profit,1,1,44,44,43,0,0,,275,4,,,,43,0,0,0,0,4,10,5,12,11,1,0,8,35,0,1,17,14,0,11,0,40,2,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,2014,"809 R New Haven Road, P.O. Box 423
Durham, CT
(41.436917, -72.721324)"
CCNH,Pendleton Health and Rehabilitation Center,(860) 572-1700,Mystic,NEW_LONDON,For Profit,1,1,120,120,111,0,0,465.5,410.5,,,,,111,0,0,3,1,6,18,16,28,34,5,0,54,57,0,25,20,45,0,21,0,106,3,1,0,1,0,58,0,0,9,0,19,2,10,0,0,0,7,5,1,2014,"44 Maritime Drive
Mystic, CT
(41.369266, -71.950847)"
CCNH,Grimes  Center - Yale New Haven Health,(203) 867-8300,New Haven,NEW_HAVEN,Non-profit,1,1,114,114,100,0,0,500,470,,,,,100,0,0,0,2,8,17,32,18,20,3,0,34,66,0,34,26,26,0,14,0,65,17,17,0,0,1,60,0,0,3,0,20,6,0,0,0,0,5,5,1,2014,"1354 Chapel Street
New Haven, CT
(41.310411, -72.940373)"
CCNH/RHNS,Litchfield Woods Health Care Center,(860) 489-5801,Torrington,LITCHFIELD,For Profit,1,1,160,130,126,30,28,502,467,,477,457,,154,0,0,0,0,0,10,12,42,60,30,0,45,109,0,42,19,84,0,9,0,152,1,1,0,0,0,98,0,0,9,0,31,1,0,0,0,0,4,11,0,2014,"255 Roberts Street
Torrington, CT
(41.808711, -73.141208)"
CCNH,Orange Health and Rehabilitation Center,(203) 795-0835,Orange,NEW_HAVEN,For Profit,1,1,60,60,54,0,0,416,375,,,,,54,0,0,0,0,2,3,8,16,20,5,0,21,33,0,13,13,20,0,8,0,44,7,3,0,0,0,40,0,0,1,0,8,0,0,0,0,0,Level of Care,2,3,2015,"225 Boston Post Road
Orange, CT
(41.269394, -72.998313)"
CCNH,Maefair Health Care Center,(203) 459-5152,Trumbull,FAIRFIELD,For Profit,1,1,134,134,124,0,0,486,474,,,,,124,0,0,0,1,1,15,13,20,57,17,0,39,85,0,21,24,69,1,9,0,92,23,9,0,0,0,87,0,0,6,0,12,2,0,0,0,0,4,8,5,2014,"21 Maefair Court
Trumbull, CT
(41.236342, -73.194748)"
CCNH,Grimes  Center - Yale New Haven Health,(203) 867-8300,New Haven,NEW_HAVEN,Non-profit,1,1,114,114,106,0,0,500,470,,,,,106,0,0,0,2,2,17,26,22,30,7,0,44,62,0,45,6,29,15,11,0,50,29,20,0,4,3,61,0,0,4,0,20,8,0,0,0,0,Licensed CCNH Beds Occupied,1,2,2015,"1354 Chapel Street
New Haven, CT
(41.310411, -72.940373)"
CCNH,River Glen Health Care Center,(203) 264-9600,Southbury,NEW_HAVEN,For Profit,1,1,120,120,111,0,0,478,420,,,,,111,0,0,0,0,0,5,8,23,57,18,0,34,77,0,34,19,53,0,5,0,110,1,0,0,0,0,54,0,0,4,0,19,14,0,0,0,0,Level of Care,20,0,2015,"162 South Britain Road
Southbury, CT
(41.461166, -73.23844)"
CCNH,Ingraham Manor,(860) 584-3400,Bristol,HARTFORD,Non-profit,1,1,128,128,106,0,0,433,419,415,,,,106,0,0,0,0,2,4,7,38,43,12,0,32,74,0,22,16,54,0,14,0,98,2,6,0,0,0,77,0,0,1,0,8,13,0,0,0,0,0,7,0,2014,"400 North Main Street
Bristol, CT
(41.679214, -72.947179)"
CCNH,"Ledgecrest Health Care Center, Inc.",(860) 828-0583,Kensington,HARTFORD,For Profit,1,1,60,60,51,0,0,427,407,382,,,,51,0,0,0,0,0,4,2,7,28,10,0,10,41,0,10,4,34,0,3,0,40,0,2,0,1,8,42,0,0,3,0,1,1,0,0,0,0,0,4,0,2014,"154 Kensington Road
Kensington, CT
(41.629536, -72.769797)"
CCNH,Shady Knoll Health Center,(203) 881-2555,Seymour,NEW_HAVEN,For Profit,1,1,128,128,126,0,0,461,451,,,,,126,0,0,0,0,2,10,6,23,66,19,0,22,104,0,29,15,77,1,4,0,121,3,2,0,0,0,87,0,0,2,0,12,7,0,0,0,0,1,17,0,2014,"41 Skokorat Street
Seymour, CT
(41.401569, -73.055543)"
CCNH,Glendale Center,(203) 723-1456,Naugatuck,NEW_HAVEN,For Profit,1,1,120,120,113,0,0,450,400,,,,,113,0,0,0,0,1,2,12,28,50,20,0,21,92,0,21,14,61,2,15,0,109,2,2,0,0,0,56,0,0,5,0,32,10,0,0,0,0,MEDICARE CERTIFIED,4,0,2015,"4 Hazel Avenue
Naugatuck, CT
(41.468762, -73.036077)"
CCNH,Cassena Care at Norwalk,(203) 853-0010,Norwalk,FAIRFIELD,For Profit,1,1,150,150,128,0,0,460,412,,,,,128,0,1,1,1,9,25,43,34,14,0,0,59,69,0,12,65,23,0,28,0,80,34,12,1,0,1,95,0,0,9,0,18,0,0,0,0,0,3,3,0,2014,"23 Prospect Avenue
Norwalk, CT
(41.114044, -73.422102)"
CCNH,Lord Chamberlain Manor,(203) 375-5894,Stratford,FAIRFIELD,For Profit,1,0,60,60,44,0,0,475,430,,,,,44,0,0,0,0,2,2,11,14,13,2,0,16,28,0,17,4,17,0,6,0,38,4,1,0,0,1,0,0,0,0,0,23,14,0,0,0,0,MEDICARE CERTIFIED,1,0,2015,"7003 Main Street
Stratford, CT
(41.251022, -73.100682)"
CCNH,Madison House,(203) 245-8008,Madison,NEW_HAVEN,For Profit,1,1,90,90,86,0,0,483,454,,,,,86,0,0,0,0,0,7,9,26,37,7,0,29,57,0,21,12,45,1,7,0,78,2,1,0,0,5,41,0,0,2,0,24,1,0,0,0,0,7,3,8,2014,"34 Wildwood Avenue
Madison, CT
(41.287548, -72.638357)"
CCNH,Long Ridge of Stamford,(203) 329-4026,Stamford,FAIRFIELD,For Profit,1,1,120,120,106,0,0,505,450,,,,,106,0,0,0,0,3,13,15,33,35,7,0,36,70,0,12,32,55,0,7,0,76,28,2,0,0,0,74,0,0,2,0,13,4,6,0,0,0,4,3,0,2014,"710 Long Ridge Road
Stamford, CT
(41.095003, -73.563222)"
CCNH,The Watermark at 3030,(203) 374-5611,Bridgeport,FAIRFIELD,For Profit,1,0,23,23,21,0,0,530,,,,,,21,0,0,0,0,0,0,2,7,11,1,0,7,14,0,12,1,7,0,1,0,19,1,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,3,0,2014,"3030 Park Avenue
Bridgeport, CT
(41.198603, -73.21972)"
CCNH,Wadsworth Glen Health Care and Rehabilitation,(860) 346-9299,Middletown,MIDDLESEX,For Profit,1,1,102,102,97,0,0,472,454,442,,,,97,0,0,0,1,2,7,18,23,33,13,0,23,74,0,15,16,54,0,12,0,83,13,1,0,0,0,68,0,0,2,0,13,3,0,0,0,0,2,9,0,2014,"30 Boston Road
Middletown, CT
(41.554226, -72.676481)"
CCNH,Riverside Health and Rehabilitation Center,(860) 289-2791,East Hartford,HARTFORD,For Profit,1,1,345,345,337,0,0,428,408,,,,,337,0,3,2,8,20,17,33,166,76,12,0,122,215,0,42,100,158,0,37,0,195,69,65,0,1,7,243,0,0,28,0,23,19,0,0,0,0,0,14,10,2014,"745 Main Street
East Hartford, CT
(41.766465, -72.645531)"
CCNH,Greenwich Woods Health Care Center,(203) 531-1335,Greenwich,FAIRFIELD,For Profit,1,1,217,217,183,0,0,513,492,,,,,183,0,0,0,0,3,4,25,38,89,24,0,58,125,0,35,28,96,1,23,0,164,13,5,0,1,0,122,0,0,7,0,28,11,0,0,0,0,3,10,2,2014,"1165 King Street
Greenwich, CT
(41.059534, -73.694347)"
CCNH,Westport Health Care Center,(203) 226-4201,Westport,FAIRFIELD,For Profit,1,1,120,120,118,0,0,435,435,,,,,109,0,0,0,3,4,24,25,23,26,4,0,42,67,0,14,12,67,16,0,0,71,15,7,0,1,15,89,0,0,4,0,9,4,0,0,0,0,0,3,0,2014,"1 Burr Road
Westport, CT
(41.137199, -73.367696)"
CCNH/RHNS,Touchpoints at Chestnut,(860) 292-5394,East Windsor,HARTFORD,For Profit,1,1,60,59,52,1,1,435,410,410,435,410,410,53,0,0,0,0,0,3,4,25,16,5,0,12,41,0,7,10,30,0,6,0,51,0,2,0,0,0,35,0,0,1,0,10,1,0,0,0,0,1,5,0,2014,"171 Main Street
East Windsor, CT
(41.925994, -72.617846)"
CCNH,Essex Meadows Health Center,(860) 767-7201,Essex,MIDDLESEX,For Profit,1,0,45,45,44,0,0,416.19,350.19,,,,,44,0,0,0,0,0,0,1,5,25,13,0,10,34,0,5,4,32,0,3,0,43,0,0,0,1,0,0,0,0,0,0,6,0,0,28,0,0,0,10,0,2014,"30 Bokum Road
Essex, CT
(41.338389, -72.410851)"
CCNH,"Pierce Memorial Baptist Home, Inc.",(860) 774-9050,Brooklyn,WINDHAM,Non-profit,1,1,72,72,63,0,0,365.65,344.46,,,,,63,0,0,0,0,0,0,3,20,30,10,0,16,47,0,10,6,41,0,6,0,63,0,0,0,0,0,45,0,0,5,0,4,0,0,0,0,0,Level of Care,9,0,2015,"44 Canterbury Road, P.O. Box 326
Brooklyn, CT
(41.784257, -71.949594)"
CCNH,Regency Heights of Norwich,(860) 889-2631,Norwich,NEW_LONDON,For Profit,1,1,114,114,107,0,0,385,355,335,,,,107,0,0,0,4,9,23,27,21,18,5,0,50,57,0,18,35,30,1,23,0,97,5,4,0,1,0,83,0,0,4,0,11,0,0,0,0,0,1,5,3,2014,"60 Crouch Avenue
Norwich, CT
(41.504691, -72.072032)"
CCNH,Rose Garden Health & Rehabilitation Center,(203) 754-4181,Waterbury,NEW_HAVEN,For Profit,1,1,82,82,66,0,0,305,295,275,,,,66,0,0,1,4,8,23,11,12,7,0,0,38,28,0,8,15,21,0,22,0,46,14,6,0,0,0,62,0,0,0,0,4,0,0,0,0,0,0,0,0,2014,"3584 East Main Street
Waterbury, CT
(41.542761, -72.968341)"
CCNH,"Elim Park Baptist Home, Inc.",(203) 272-3547,Cheshire,NEW_HAVEN,Non-profit,1,1,90,90,87,0,0,540,510,,,,,87,0,0,0,0,0,2,8,22,41,14,0,24,63,0,35,2,39,0,11,0,87,0,0,0,0,0,46,0,0,1,0,20,10,0,0,0,0,Level of Care,8,2,2015,"140 Cook Hill Road
Cheshire, CT
(41.466811, -72.900936)"
CCNH,Apple Rehab Saybrook,(860) 399-6216,Old Saybrook,MIDDLESEX,For Profit,1,1,120,120,80,0,0,395,379,,,,,80,0,0,0,0,1,8,16,14,32,9,0,28,52,0,17,14,39,0,10,0,80,0,0,0,0,0,59,0,0,0,0,10,1,0,0,0,0,TOWN,5,2,2015,"1775 Boston Post Road
Old Saybrook, CT
(41.28446, -72.420475)"
CCNH,Newington Health Care Center,(860) 667-2256,Newington,HARTFORD,For Profit,1,1,180,180,156,0,0,440,385,,,,,156,0,0,0,0,4,11,20,52,51,18,0,58,98,0,28,30,81,0,17,0,127,11,18,0,0,0,114,0,0,9,0,6,5,0,0,0,0,1,16,5,2014,"240 Church Street
Newington, CT
(41.665919, -72.739363)"
CCNH,Walnut Hill Care Center,(860) 223-3617,New Britain,HARTFORD,For Profit,1,1,160,160,114,0,0,325,250,225,,,,114,0,0,0,1,5,21,22,23,31,11,0,46,68,0,22,33,30,2,27,0,85,6,23,0,0,0,92,0,0,6,0,4,4,0,0,0,0,1,6,1,2014,"55 Grand Street
New Britain, CT
(41.662108, -72.785102)"
