GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,NAME_M,AHZAM001,AHZAM002,AHZAM003,AHZAM004,AHZAM005,AHZAM006,AHZAM007,AHZAM008,AHZAM009,AHZAM010,AHZAM011,AHZAM012,AHZAM013,AHZAM014,AHZAM015,AHZAM016,AHZAM017,AHZAM018,AHZAM019,AHZAM020,AHZAM021
"G09000100202002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 202, Fairfield County, Connecticut",2109,2076,1680,72,0,241,0,0,83,0,83,33,21,12,0,0,0,0,0,0,0,"Block Group 2, Census Tract 202, Fairfield County, Connecticut",263,260,278,63,12,106,12,12,71,12,71,32,26,19,12,12,12,12,12,12,12
"G09000100203001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203, Fairfield County, Connecticut",1139,1122,1043,0,15,64,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 203, Fairfield County, Connecticut",232,232,232,12,25,85,12,12,12,12,12,28,28,12,12,12,12,12,12,12,12
"G09000100203002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203, Fairfield County, Connecticut",1858,1790,1699,35,0,56,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 203, Fairfield County, Connecticut",319,319,316,46,12,64,12,12,12,12,12,107,107,12,12,12,12,12,12,12,12
"G09000100203003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 203, Fairfield County, Connecticut",1909,1491,1386,0,0,36,0,0,69,0,69,418,418,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 203, Fairfield County, Connecticut",451,339,316,12,12,38,12,12,70,12,70,304,304,12,12,12,12,12,12,12,12
"G09000100203004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 203, Fairfield County, Connecticut",2324,2167,1897,85,0,185,0,0,0,0,0,157,70,15,0,0,0,28,44,0,44,"Block Group 4, Census Tract 203, Fairfield County, Connecticut",386,374,324,83,12,241,12,12,12,12,12,128,91,26,12,12,12,40,70,12,70
"G09000100204001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 204, Fairfield County, Connecticut",1756,1496,1381,21,0,73,0,0,21,0,21,260,260,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 204, Fairfield County, Connecticut",296,297,269,34,12,75,12,12,32,12,32,255,255,12,12,12,12,12,12,12,12
"G09000100204002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 204, Fairfield County, Connecticut",1976,1788,1382,103,0,238,0,0,65,0,65,188,48,0,0,0,0,140,0,0,0,"Block Group 2, Census Tract 204, Fairfield County, Connecticut",371,325,272,150,12,150,12,12,76,12,76,195,54,12,12,12,12,199,12,12,12
"G09000100205001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 205, Fairfield County, Connecticut",1079,1079,877,138,0,53,0,0,11,1,10,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 205, Fairfield County, Connecticut",257,257,226,172,12,79,12,12,15,2,15,12,12,12,12,12,12,12,12,12,12
"G09000100205002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 205, Fairfield County, Connecticut",1187,1160,1132,13,0,15,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 205, Fairfield County, Connecticut",247,247,249,22,12,22,12,12,12,12,12,29,29,12,12,12,12,12,12,12,12
"G09000100205003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 205, Fairfield County, Connecticut",2538,2341,2207,29,25,73,0,0,7,0,7,197,181,0,0,0,0,16,0,0,0,"Block Group 3, Census Tract 205, Fairfield County, Connecticut",310,290,276,42,41,94,12,12,11,12,11,182,182,12,12,12,12,20,12,12,12
"G09000100206001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 206, Fairfield County, Connecticut",1337,1112,779,226,0,85,0,0,22,0,22,225,204,0,0,0,0,10,11,0,11,"Block Group 1, Census Tract 206, Fairfield County, Connecticut",234,223,209,215,12,82,12,12,26,12,26,172,171,12,12,12,12,18,17,12,17
"G09000100206002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 206, Fairfield County, Connecticut",2046,1992,1596,25,0,304,0,29,38,0,38,54,42,0,0,0,0,12,0,0,0,"Block Group 2, Census Tract 206, Fairfield County, Connecticut",384,386,363,28,12,247,12,41,58,12,58,56,50,12,12,12,12,21,12,12,12
"G09000100206003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 206, Fairfield County, Connecticut",2081,1876,1347,110,0,351,0,0,68,0,68,205,111,0,0,0,0,0,94,86,8,"Block Group 3, Census Tract 206, Fairfield County, Connecticut",355,337,344,126,12,217,12,12,103,12,103,174,99,12,12,12,12,12,147,145,13
"G09000100207001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 207, Fairfield County, Connecticut",749,665,649,0,0,16,0,0,0,0,0,84,15,0,0,0,0,0,69,0,69,"Block Group 1, Census Tract 207, Fairfield County, Connecticut",235,224,229,12,12,25,12,12,12,12,12,127,23,12,12,12,12,12,104,12,104
"G09000100207002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 207, Fairfield County, Connecticut",985,781,720,0,0,0,0,61,0,0,0,204,139,0,0,0,0,65,0,0,0,"Block Group 2, Census Tract 207, Fairfield County, Connecticut",242,205,202,12,12,12,12,96,12,12,12,225,215,12,12,12,12,92,12,12,12
"G09000100207003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 207, Fairfield County, Connecticut",1199,1139,1021,35,0,73,0,0,10,0,10,60,51,9,0,0,0,0,0,0,0,"Block Group 3, Census Tract 207, Fairfield County, Connecticut",264,255,250,32,12,70,12,12,16,12,16,61,60,14,12,12,12,12,12,12,12
"G09000100207004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 207, Fairfield County, Connecticut",1536,1339,1180,66,0,63,0,11,19,0,19,197,197,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 207, Fairfield County, Connecticut",397,412,384,85,12,95,12,19,31,12,31,172,172,12,12,12,12,12,12,12,12
"G09000100208001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 208, Fairfield County, Connecticut",878,878,743,47,0,46,0,0,42,14,28,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 208, Fairfield County, Connecticut",131,131,121,54,12,45,12,12,45,22,38,12,12,12,12,12,12,12,12,12,12
"G09000100208002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 208, Fairfield County, Connecticut",897,831,711,0,0,60,0,0,60,0,60,66,66,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 208, Fairfield County, Connecticut",129,125,120,12,12,36,12,12,47,12,47,65,65,12,12,12,12,12,12,12,12
"G09000100208003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 208, Fairfield County, Connecticut",1127,957,769,63,0,118,0,0,7,0,7,170,164,0,0,0,0,6,0,0,0,"Block Group 3, Census Tract 208, Fairfield County, Connecticut",154,145,127,59,12,73,12,12,12,12,12,130,129,12,12,12,12,14,12,12,12
"G09000100209001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 209, Fairfield County, Connecticut",2039,1031,701,30,0,276,0,0,24,0,24,1008,1008,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 209, Fairfield County, Connecticut",425,249,198,42,12,163,12,12,36,12,36,355,355,12,12,12,12,12,12,12,12
"G09000100209002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 209, Fairfield County, Connecticut",1271,960,444,246,0,102,0,0,168,0,168,311,218,0,0,9,0,84,0,0,0,"Block Group 2, Census Tract 209, Fairfield County, Connecticut",381,343,170,124,12,84,12,12,189,12,189,225,193,12,12,20,12,153,12,12,12
"G09000100209003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"020900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 209, Fairfield County, Connecticut",1454,1454,1168,215,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 209, Fairfield County, Connecticut",362,362,320,152,12,88,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G09000100210001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 210, Fairfield County, Connecticut",991,910,561,166,0,65,0,0,118,16,102,81,44,0,0,0,0,24,13,13,0,"Block Group 1, Census Tract 210, Fairfield County, Connecticut",282,271,109,206,12,49,12,12,135,30,134,80,64,12,12,12,12,47,20,20,12
"G09000100210002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 210, Fairfield County, Connecticut",2225,2202,1962,45,22,149,0,0,24,14,10,23,23,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 210, Fairfield County, Connecticut",303,301,290,57,33,102,12,12,24,22,14,26,26,12,12,12,12,12,12,12,12
"G09000100211001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 211, Fairfield County, Connecticut",2300,1680,904,373,0,376,0,15,12,0,12,620,353,0,0,0,0,265,2,2,0,"Block Group 1, Census Tract 211, Fairfield County, Connecticut",554,379,267,343,12,264,12,24,19,12,19,444,272,12,12,12,12,349,4,4,12
"G09000100211002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 211, Fairfield County, Connecticut",1750,1319,798,305,0,201,0,0,15,0,15,431,297,0,16,0,0,44,74,0,74,"Block Group 2, Census Tract 211, Fairfield County, Connecticut",431,404,284,367,12,200,12,12,22,12,22,299,279,12,25,12,12,70,85,12,85
"G09000100211003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 211, Fairfield County, Connecticut",2026,1709,1634,0,0,0,0,0,75,0,75,317,317,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 211, Fairfield County, Connecticut",494,409,389,12,12,12,12,12,119,12,119,253,253,12,12,12,12,12,12,12,12
"G09000100212001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 212, Fairfield County, Connecticut",2081,1888,1486,120,0,248,0,0,34,0,34,193,124,0,20,0,0,25,24,24,0,"Block Group 1, Census Tract 212, Fairfield County, Connecticut",248,230,209,121,12,109,12,12,45,12,45,152,115,12,33,12,12,37,36,36,12
"G09000100212002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 212, Fairfield County, Connecticut",1260,1199,1023,22,0,99,0,55,0,0,0,61,61,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 212, Fairfield County, Connecticut",238,240,230,32,12,91,12,80,12,12,12,55,55,12,12,12,12,12,12,12,12
"G09000100212003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 212, Fairfield County, Connecticut",971,729,502,177,0,26,0,0,24,0,24,242,223,0,0,0,0,9,10,10,0,"Block Group 3, Census Tract 212, Fairfield County, Connecticut",237,243,147,228,12,42,12,12,43,12,43,112,116,12,12,12,12,14,16,16,12
"G09000100213001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 213, Fairfield County, Connecticut",1108,749,610,27,0,112,0,0,0,0,0,359,210,0,0,0,0,106,43,8,35,"Block Group 1, Census Tract 213, Fairfield County, Connecticut",337,239,228,31,12,146,12,12,12,12,12,302,275,12,12,12,12,131,50,13,54
"G09000100213002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 213, Fairfield County, Connecticut",1403,1231,840,285,0,95,0,0,11,0,11,172,67,0,0,0,0,91,14,14,0,"Block Group 2, Census Tract 213, Fairfield County, Connecticut",294,256,185,196,12,124,12,12,16,12,16,175,101,12,12,12,12,114,22,22,12
"G09000100213003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 213, Fairfield County, Connecticut",1920,1403,615,518,0,239,0,10,21,9,12,517,381,10,0,0,0,126,0,0,0,"Block Group 3, Census Tract 213, Fairfield County, Connecticut",316,266,183,272,12,153,12,20,22,13,18,229,202,17,12,12,12,119,12,12,12
"G09000100214001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 214, Fairfield County, Connecticut",318,318,35,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 214, Fairfield County, Connecticut",459,459,57,456,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G09000100214002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 214, Fairfield County, Connecticut",1330,641,68,444,0,129,0,0,0,0,0,689,465,0,0,0,0,224,0,0,0,"Block Group 2, Census Tract 214, Fairfield County, Connecticut",640,351,112,342,12,172,12,12,12,12,12,562,547,12,12,12,12,175,12,12,12
"G09000100214003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 214, Fairfield County, Connecticut",1492,310,195,73,0,42,0,0,0,0,0,1182,87,47,0,0,0,962,86,0,86,"Block Group 3, Census Tract 214, Fairfield County, Connecticut",711,144,126,93,12,65,12,12,12,12,12,706,99,80,12,12,12,676,146,12,146
"G09000100214004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 214, Fairfield County, Connecticut",4218,2742,1221,1270,0,231,0,0,20,0,20,1476,1080,0,0,0,0,387,9,9,0,"Block Group 4, Census Tract 214, Fairfield County, Connecticut",816,580,327,469,12,211,12,12,34,12,34,792,774,12,12,12,12,330,18,18,12
"G09000100215001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 215, Fairfield County, Connecticut",1392,330,87,133,0,110,0,0,0,0,0,1062,468,80,0,0,0,472,42,42,0,"Block Group 1, Census Tract 215, Fairfield County, Connecticut",392,168,56,128,12,94,12,12,12,12,12,391,320,129,12,12,12,289,70,70,12
"G09000100215002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 215, Fairfield County, Connecticut",1465,688,66,597,0,0,0,0,25,0,25,777,162,73,0,0,0,518,24,24,0,"Block Group 2, Census Tract 215, Fairfield County, Connecticut",301,225,52,226,12,12,12,12,39,12,39,289,122,119,12,12,12,275,37,37,12
"G09000100215003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 215, Fairfield County, Connecticut",1320,818,254,564,0,0,0,0,0,0,0,502,253,0,0,0,0,97,152,152,0,"Block Group 3, Census Tract 215, Fairfield County, Connecticut",273,248,115,223,12,12,12,12,12,12,12,186,168,12,12,12,12,100,143,143,12
"G09000100215004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 215, Fairfield County, Connecticut",2044,1102,280,640,0,20,0,0,162,0,162,942,528,71,0,0,0,316,27,27,0,"Block Group 4, Census Tract 215, Fairfield County, Connecticut",463,278,151,223,12,33,12,12,129,12,129,454,405,84,12,12,12,216,41,41,12
"G09000100216001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 216, Fairfield County, Connecticut",1201,1168,581,0,0,462,0,0,125,125,0,33,18,0,0,15,0,0,0,0,0,"Block Group 1, Census Tract 216, Fairfield County, Connecticut",395,394,270,12,12,289,12,12,193,193,12,39,30,12,12,25,12,12,12,12,12
"G09000100216002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 216, Fairfield County, Connecticut",1809,1723,691,679,0,325,0,6,22,0,22,86,44,17,0,0,0,21,4,4,0,"Block Group 2, Census Tract 216, Fairfield County, Connecticut",662,652,327,600,12,272,12,15,30,12,30,84,44,32,12,12,12,28,8,8,12
"G09000100216003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 216, Fairfield County, Connecticut",1090,1023,532,65,0,395,0,0,31,0,31,67,47,0,0,20,0,0,0,0,0,"Block Group 3, Census Tract 216, Fairfield County, Connecticut",278,266,175,71,12,184,12,12,49,12,49,76,46,12,12,36,12,12,12,12,12
"G09000100216004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 216, Fairfield County, Connecticut",3481,2745,1360,235,0,1004,0,63,83,0,83,736,259,95,0,0,0,41,341,261,80,"Block Group 4, Census Tract 216, Fairfield County, Connecticut",682,556,305,212,12,444,12,76,96,12,96,431,257,154,12,12,12,66,267,296,123
"G09000100217001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 217, Fairfield County, Connecticut",2159,1457,597,284,0,508,0,0,68,68,0,702,308,0,0,0,0,394,0,0,0,"Block Group 1, Census Tract 217, Fairfield County, Connecticut",546,370,184,196,12,305,12,12,76,76,12,395,269,12,12,12,12,334,12,12,12
"G09000100217002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 217, Fairfield County, Connecticut",189,103,24,79,0,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 217, Fairfield County, Connecticut",100,69,34,68,12,12,12,12,12,12,12,96,96,12,12,12,12,12,12,12,12
"G09000100217003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 217, Fairfield County, Connecticut",1100,1005,759,67,0,150,15,0,14,0,14,95,95,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 217, Fairfield County, Connecticut",336,332,279,75,12,193,25,12,24,12,24,74,74,12,12,12,12,12,12,12,12
"G09000100217004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 217, Fairfield County, Connecticut",2508,2026,947,381,0,671,0,16,11,0,11,482,164,0,0,0,0,318,0,0,0,"Block Group 4, Census Tract 217, Fairfield County, Connecticut",574,496,312,234,12,303,12,26,19,12,19,365,154,12,12,12,12,349,12,12,12
"G09000100217005","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021700","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 217, Fairfield County, Connecticut",1018,907,619,131,0,143,0,0,14,0,14,111,89,9,0,0,0,0,13,0,13,"Block Group 5, Census Tract 217, Fairfield County, Connecticut",293,260,196,110,12,121,12,12,23,12,23,99,96,16,12,12,12,12,22,12,22
"G09000100218011","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021801","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 218.01, Fairfield County, Connecticut",1102,368,264,85,0,19,0,0,0,0,0,734,297,0,0,0,0,437,0,0,0,"Block Group 1, Census Tract 218.01, Fairfield County, Connecticut",492,137,128,93,12,29,12,12,12,12,12,512,345,12,12,12,12,398,12,12,12
"G09000100218012","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021801","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 218.01, Fairfield County, Connecticut",2194,1752,1053,80,0,559,0,8,52,36,16,442,324,0,0,0,0,118,0,0,0,"Block Group 2, Census Tract 218.01, Fairfield County, Connecticut",327,277,235,67,12,206,12,12,60,57,19,229,226,12,12,12,12,160,12,12,12
"G09000100218013","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021801","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 218.01, Fairfield County, Connecticut",1252,577,487,45,22,23,0,0,0,0,0,675,225,0,0,0,30,420,0,0,0,"Block Group 3, Census Tract 218.01, Fairfield County, Connecticut",358,115,122,49,31,27,12,12,12,12,12,335,162,12,12,12,48,272,12,12,12
"G09000100218021","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021802","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 218.02, Fairfield County, Connecticut",1756,1482,1164,145,0,173,0,0,0,0,0,274,223,10,0,0,0,41,0,0,0,"Block Group 1, Census Tract 218.02, Fairfield County, Connecticut",405,308,284,114,12,118,12,12,12,12,12,284,278,16,12,12,12,55,12,12,12
"G09000100218022","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"021802","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 218.02, Fairfield County, Connecticut",1465,800,392,193,0,206,0,0,9,0,9,665,304,9,0,0,0,323,29,6,23,"Block Group 2, Census Tract 218.02, Fairfield County, Connecticut",339,207,156,157,12,151,12,12,13,12,13,288,191,13,12,12,12,223,38,13,37
